,3way_1,3way_11,3way_12,3way_17,3way_18,3way_2,3way_23,3way_24,3way_29,3way_3,3way_31,3way_32,3way_33,3way_34,3way_4,3way_6,4way_10,4way_13,4way_14,4way_15,4way_16,4way_19,4way_20,4way_21,4way_22,4way_25,4way_26,4way_27,4way_28,4way_7,4way_8,4way_9
1620,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1680,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1740,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1800,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1860,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1920,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1980,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2040,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2100,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2160,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2220,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2280,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2340,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2400,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2460,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2520,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2580,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2640,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2700,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2760,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2820,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2880,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
2940,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3000,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3060,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3120,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3180,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3240,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3300,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3360,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3420,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3480,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
3540,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
